province_th,station_id_suggested,name_th,name_en,provider,network_suggested,lat,lon,connector_summary,address,suggested_verification_status,suggested_confidence,source_url
สมุทรปราการ,pt_2,PT ถ.เทพารักษ์ 2,,EleX,EleX,13.605004,100.694573,2x CCS2 150 kW,สมุทรปราการ,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,pt_2,PT เมืองสมุทรปราการ 2,,EleX,EleX,13.517055,100.673994,2x CCS2 150 kW,สมุทรปราการ,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,kpn,KPN (กุ้งพัฒนา) มาบตาพุด ระยอง,,EleX,EleX,12.695535,101.20093,2x CCS2 120 kW (200A),ระยอง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,rainforest_green_community,Rainforest Green Community กิ่งแก้ว,,EleX,EleX,13.659068,100.716791,2x CCS2 120 kW (200A),238 ถ.กิ่งแก้ว ราชาเทวะ อำเภอบางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,15,ปั้มบางจากคลอง 15,,EleX,EleX,14.098063,100.949891,2x CCS2 120 kW (200A),ตำบลองครักษ์ อำเภอองครักษ์ นครนายก 26120,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แพร่,unknown_station,โฮมโปร สาขาแพร่,,EleX,EleX,18.119713,100.138855,2x CCS2 125 kW (300A),เลขที่ 171 หมู่ที่ 7 ตำบลป่าแมต อำเภอเมือง แพร่ 54000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
น่าน,unknown_station,ลานป่าเป๋ย เฮือนฮังต่อ น่าน,,EleX,EleX,18.789875,100.769768,2x CCS2 125 kW (300A),149 7 ตำบล ผาสิงห์ อำเภอเมืองน่าน น่าน 55000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แม่ฮ่องสอน,silhouette_by_reverie_siam,Silhouette by Reverie Siam,,EleX,EleX,19.348863,98.442689,2x CCS2 120 kW (200A),บ้านแสงทองเวียงใต้ ตำบลเวียงใต้ อำเภอปาย แม่ฮ่องสอน 58130,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,pt,PT น้ำพอง,,EleX,EleX,16.681382,102.804385,2x CCS2 150 kW,ขอนแก่น,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,pt_5,PT อุดรธานี 5,,EleX,EleX,17.310623,102.851379,2x CCS2 150 kW,อุดรธานี,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,pt_2,PT หนองบุญมาก 2,,EleX,EleX,14.75468,102.325381,2x CCS2 150 kW,นครราชสีมา,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,pt_3,PT โนนสูง3,,EleX,EleX,15.235076,102.378001,2x CCS2 150 kW,นครราชสีมา,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,pt_1,PT สีคิ้ว 1,,EleX,EleX,14.846716,101.632234,2x CCS2 150 kW,นครราชสีมา,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,pt_3,PT ตะพง 3,,EleX,EleX,12.640039,101.390034,2x CCS2 150 kW,ระยอง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,pt,PT งาว,,EleX,EleX,18.740683,99.974414,2x CCS2 150 kW,ลำปาง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,pt_5,PT บ้านค่าย 5,,EleX,EleX,12.867484,101.314558,2x CCS2 150 kW,ระยอง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,pt,PT สว่างวีระวงศ์,,EleX,EleX,15.229888,104.977426,2x CCS2 150 kW,อุบลราชธานี,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,pt_2,PT ห้างฉัตร 2,,EleX,EleX,18.314185,99.383522,2x CCS2 150 kW,ลำปาง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงราย,pt_7,PT เชียงราย 7,,EleX,EleX,19.87163,99.82712,2x CCS2 150 kW,เชียงราย,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,pt_12,PT นครราชสีมา 12,,EleX,EleX,14.951527,102.123186,2x CCS2 150 kW,นครราชสีมา,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,pt_5,PT ปากช่อง 5,,EleX,EleX,14.666417,101.426737,2x CCS2 150 kW,นครราชสีมา,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,pt_1,PT เชียงใหม่ 1,,EleX,EleX,18.73997,98.957658,2x CCS2 150 kW,เชียงใหม่,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,pt_4,PT หนองเรือ 4,,EleX,EleX,16.48471,102.55279,2x CCS2 150 kW,ขอนแก่น,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,pt_2,PT ถ.กิ่งแก้ว 2,,EleX,EleX,13.657881,100.71747,2x CCS2 150 kW,สมุทรปราการ,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,unknown_station,สถานีลานจอดรถบัส กฟผ. แม่เมาะ,,EleX,EleX,18.289017,99.724491,2x CCS2 120 kW (200A),ลำปาง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,pt_4,PT ถ.เทพารักษ์ 4,,EleX,EleX,13.633242,100.61713,2x CCS2 150 kW,สมุทรปราการ,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,superfast_by_uac_eeci,SUPERFAST by UAC (EECi),,EleX,EleX,12.991868,101.444981,"CCS2 50 kW, CHAdeMO 50 kW, Type2 43 kW",ระยอง,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,ucis_ev1,UCIS EV1,,EleX,EleX,18.748526,99.034,2x CCS2 120 kW (200A),272 หมู่ 2 ถนน ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง ตำบล หนองผึ้ง อำเภอ สารภี เชียงใหม่ 50140,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,lotus_s_bang_na_trat,โลตัส บางนา-ตราด,Lotus's Bang Na-Trat,Altervim,Altervim,13.6528607,100.6781882,"4x CCS2: 160 kW, 2x Type2: 3 kW",14/9 หมู่ที่ 13 ถ. เทพรัตน ตำบล บางแก้ว อำเภอบางพลี สมุทรปราการ 10540,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ขอนแก่น,lotus_s_khon_kaen_2,โลตัส ขอนแก่น 2,Lotus's Khon Kaen 2,Altervim,Altervim,16.4922527329893,102.831249751406,"2x CCS2: 150 kW (1000V 200A), Type2: 3 kW",709 ถ. มิตรภาพ ตำบล ศิลา อำเภอเมืองขอนแก่น ขอนแก่น 40000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
น่าน,lotus_s_nan,โลตัส น่าน,Lotus’s Nan,Altervim,Altervim,18.7648137128632,100.761557685172,"2x CCS2: 60 kW, Type2: 3 kW",320 หมู่ 4 ถนนยันตรกิจโกศล ตำบล ดู่ใต้ อำเภอเมืองน่าน น่าน 55000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,lotus_s_korat,โลตัส โคราช,Lotus's Korat,Altervim,Altervim,14.9779293,102.070676,"2x CCS2: 150 kW (1000V 200A), Type2: 3 kW",719 5ถ. มิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,lotus_s_nakhon_nayok,โลตัส นครนายก,Lotus's Nakhon Nayok,Altervim,Altervim,14.2077664167289,101.217814893585,"2x CCS2: 150 kW (1000V 200A), Type2: 3 kW",150 ทางหลวงแผ่นดินหมายเลข. 3049 ตำบล บ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,lotus_s_klaeng,โลตัส แกลง,Lotus's Klaeng,Altervim,Altervim,12.78696,101.65862,"2x CCS2: 150 kW (1000V 200A), Type2: 3 kW",279/1 ถ. สุขุมวิท ตำบล ทางเกวียน อำเภอแกลง ระยอง 21110,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,lotus_s_ubonratchathani,โลตัส อุบลราชธานี,Lotus's Ubonratchathani,Altervim,Altervim,15.2531657725376,104.850217443353,"2x CCS2: 150 kW (1000V 200A), Type2: 3 kW",492 ถ. ชยางกูร ตำบล ในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
แพร่,90hit_s_pub_restaurant,90Hit's Pub & Restaurant,,OneCharge,OneCharge,18.118559032,100.140635402,1x CCS2,ถนน ยันตรกิจโกศล ตำบล ป่าแมต อำเภอเมืองแพร่ แพร่ ประเทศไทย 54000 แพร่,public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,2,อีบัส วงเวียนพระประแดง สเตชั่น 2,,EA,EA,13.66335,100.515316,"CCS2: 3x 152 kW, 200A","บางพึ่ง, พระประแดง, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,3,อีบัส วงเวียนพระประแดง สเตชั่น 3,,EA,EA,13.663155,100.515126,"CCS2: 2x 150 kW, 200A","บางพึ่ง, พระประแดง, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,ซัสโก้ สาขาบางยอ,,EA,EA,13.67046,100.5562,Type2: 22 kW,"บางยอ, พระประแดง, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,1,อีเฟอรี่ ปู่เจ้าสมิงพราย สเตชั่น 1,,EA,EA,13.656207,100.54799,"CCS2: 150 kW, 200A, CLOSED","บางหญ้าแพรก, พระประแดง, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,อี-บัส ปู่เจ้าสมิงพราย,,EA,EA,13.655539,100.548271,CCS2: CLOSED,"บางหญ้าแพรก, พระประแดง, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,kins,Kins ทำเบาะรถยนต์ เทพารักษ์,,EA,EA,13.63614,100.611272,"CCS2: 75 kW, CLOSED","เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,e_bus_station1,E-BUS ปากน้ำ (Station1),,EA,EA,13.615742,100.592542,"CCS2: 5x 150 kW, 200A","ปากน้ำ, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,e_bus_station2,E-BUS ปากน้ำ (Station2),,EA,EA,13.615826,100.592691,"CCS2: 2x 150 kW, 200A","ปากน้ำ, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,e_bus_station3,E-BUS ปากน้ำ (Station3),,EA,EA,13.615872,100.593046,"CCS2: 5x 180 kW, 200A","ปากน้ำ, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,บิ๊กซี ศรีนครินทร์,,EA,EA,13.649796,100.640307,"CCS2: 117 kW, 200A, CLOSED","สำโรงเหนือ, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,7_11_22,7-11 กลางซอยศรีด่าน 22,,EA,EA,13.646208,100.643274,"CCS2: 2x 118 kW, 200A","บางแก้ว, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,7_11,7-11 ม.เอื้อพัฒนานิเวศน์ (หนามแดง),,EA,EA,13.629384,100.633024,"CCS2: 118 kW, 200A","บางแก้ว, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,mg,MG รุ่งเจริญ สาขา เทพารักษ์,,EA,EA,13.620934,100.642418,"CCS2: 2x 115 kW, 200A","บางแก้ว, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,6,ไทยสัมพันธ์ปราการ ถ.เทพารักษ์ กม.6,,EA,EA,13.620418,100.643611,"CCS2: 110 kW, 200A, CLOSED","เทพารักษ์, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,โรบินสัน สมุทรปราการ,,EA,EA,13.583558,100.609553,"CCS2: 2x 90 kW, 200A","ท้ายบ้านใหม่, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,ซี พี เอ็น ออยล์,,EA,EA,13.599422,100.658184,CCS2: 38 kW,"แพรกษาใหม่, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,เรนฟอเรสต์ มอลล์ (กิ่งแก้ว),,EA,EA,13.659204,100.716474,CCS2: 2x 40 kW,"ราชาเทวะ, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,caltex,Caltex กิ่งแก้ว,,EA,EA,13.707565,100.736657,"CCS2: 118 kW, 200A","ราชาเทวะ, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,caltex,Caltex บางพลี,,EA,EA,13.62869,100.707593,CCS2: 2x 75 kW,"บางพลีใหญ่, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,หจก. ไทยสัมพันธ์ บางปู,,EA,EA,13.545004,100.618148,"CCS2: 2x 110 kW, 200A","ท้ายบ้าน, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,may_market,ศูนย์การค้า May Market ถ.บางนา-ตราด,,EA,EA,13.628836,100.718523,"Type1: 22 kW, CLOSED","บางพลีใหญ่, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,mg,MG นครหลวง (สาขาบางนา),,EA,EA,13.629758,100.719774,CCS2: CLOSED,"บางโฉลง, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,st_1,เมืองโบราณ บางปู ST.1,,EA,EA,13.5393,100.622926,Type1: 11 kW,"บางปู, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,บิ๊กซี บางพลี,,EA,EA,13.602798,100.707389,CCS2: CLOSED,"บางพลีใหญ่, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,เอสเค โฮม,,EA,EA,13.623727,100.757497,Type2: 5 kW,"บางโฉลง, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,20,คาลเท็กซ์ บางนา-ตราด กม.20,,EA,EA,13.604462,100.776767,CCS2: CLOSED,"บางโฉลง, บางพลี, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,สยามพรีเมียมเอ้าท์เล็ต,,EA,EA,13.693468,100.829465,CCS2: 38 kW,"บางเสาธง, บางเสาธง, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สมุทรปราการ,unknown_station,อีบัส การเคหะบางพลี,,EA,EA,13.587333,100.800398,"CCS2: 6x 150 kW, 200A","ท้ายบ้าน, เมืองสมุทรปราการ, สมุทรปราการ",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครนายก,unknown_station,เดอะ คอย,,EA,EA,14.234565,101.24179,CCS2: 2x 35 kW,"เขาพระ, เมืองนครนายก, นครนายก",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,unknown_station,ศิลามั่นคง ปิโตรเลียม ระยอง,,EA,EA,12.841976,101.118928,CCS2: 2x 50 kW,"มะขามคู่, นิคมพัฒนา, ระยอง",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,escape_khao_yai_hotel,ESCAPE KHAO YAI HOTEL,,EA,EA,14.567057,101.296117,Type1: 22 kW,"พญาเย็น, ปากช่อง, นครราชสีมา",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,unknown_station,ร้านอาหารสวนสิริ อ.กลางดง จ.นครราชสีมา,,EA,EA,14.644483,101.287503,CCS2: CLOSED,"กลางดง, ปากช่อง, นครราชสีมา",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,unknown_station,โรงแรม เขาใหญ่ พาโนราม่า ฟาร์ม จำกัด (สำนักงานใหญ่),,EA,EA,14.585561,101.401012,Type1: 22 kW,"หนองน้ำแดง, ปากช่อง, นครราชสีมา",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,unknown_station,ศูนย์การค้า แสงทอง พลัส จ.ระยอง,,EA,EA,12.682672,101.264925,Type2: 22 kW,"เนินพระ, เมืองระยอง, ระยอง",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,unknown_station,ตลาดสตาร์ระยอง (จ.ระยอง),,EA,EA,12.687207,101.272193,CCS2: 2x 50 kW,"เนินพระ, เมืองระยอง, ระยอง",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,unknown_station,สตาร์ โฮเต็ล จ.ระยอง,,EA,EA,12.686131,101.271089,"Type2: 22 kW, CLOSED","ท่าประดู่, เมืองระยอง, ระยอง",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,unknown_station,เอสโซ่ สหกิจ ระยอง,,EA,EA,12.837588,101.625606,"CCS2: 110 kW, 200A, CLOSED","กระแสบน, แกลง, ระยอง",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ระยอง,ecf,ECF (ระยอง),,EA,EA,12.800445,101.63971,Type2: 2x 22 kW,"ทางเกวียน, แกลง, ระยอง",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,unknown_station,มิตซูรัตนหิรัญ,,EA,EA,14.7383,102.136234,CCS2: 2x 50 kW,"พลับพลา, โชคชัย, นครราชสีมา",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,unknown_station,ดูโฮม สาขานครราชสีมา,,EA,EA,14.933957,102.137269,Type2: 22 kW,"หนองบัวศาลา, เมืองนครราชสีมา, นครราชสีมา",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
นครราชสีมา,unknown_station,โกลบอลเฮ้าส์ (นครราชสีมา),,EA,EA,15.008553,102.124686,"CCS2: 2x 100 kW, 200A","บ้านเกาะ, เมืองนครราชสีมา, นครราชสีมา",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
พิษณุโลก,solar_rest_station,พิษณุโลกแดนพรีท (Solar Rest Station),,EA,EA,16.849142,100.338223,Type2: 3x 22 kW,"สมอแข, เมืองพิษณุโลก, พิษณุโลก",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,mg,MG อุดรธานี,,EA,EA,17.331154,102.839093,"CCS2: 50 kW, CLOSED","บ้านจั่น, เมืองอุดรธานี, อุดรธานี",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุดรธานี,unknown_station,โชว์รูมเกียร์ จ.อุดรธานี,,EA,EA,17.36863,102.813749,"Type2: 22 kW, CLOSED","หมากแข้ง, เมืองอุดรธานี, อุดรธานี",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,mg,MG เอ็มทู มอเตอร์สปอร์ต (จ.อุบลราชธานี),,EA,EA,15.183089,104.8081,CCS2: 2x 50 kW,"หนองกินเพล, วารินชำราบ, อุบลราชธานี",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,unknown_station,โกลบอลเฮ้าส์ (อุบลราชธานี),,EA,EA,15.180998,104.825283,"CCS2: 75 kW, CLOSED","โนนผึ้ง, วารินชำราบ, อุบลราชธานี",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อุบลราชธานี,ubon_square,Ubon Square (บ.เจริญพัฒนาอาเขต จำกัด),,EA,EA,15.270113,104.842517,"Type2: 22 kW, CLOSED","ในเมือง, เมืองอุบลราชธานี, อุบลราชธานี",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลำปาง,unknown_station,ปั๊มน้ำมัน มิตรดีเซล จำกัด จ.ลำปาง,,EA,EA,18.234161,99.434418,"Type2: 22 kW, CLOSED","สบตุ๋ย, เมืองลำปาง, ลำปาง",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
น่าน,unknown_station,ถ่านเมืองน่าน (จ.น่าน),,EA,EA,18.625593,100.739505,Type2: 22 kW,"น้ำปั้ว, เวียงสา, น่าน",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เชียงใหม่,unknown_station,ฟอร์ตี้ ไนน์,,EA,EA,18.740252,98.93572,CCS2: 2x 50 kW,"หนองควาย, หางดง, เชียงใหม่",public_listing_needs_operator_verification,medium,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
