name_th,name_en,provider,network_suggested,connector_summary,address,province_th,lat,lon,style,source_url
ปตท บจ. สามร้อยยอด,PTT Samroiyod,PTT,EV Station PluZ,CCS2,255/1  ม.1 ต.ไร่เก่า อ.สามร้อยยอด ประจวบคีรีขันธ์ 77180,ประจวบคีรีขันธ์,12.22538,99.86777,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ช้างเผือกปิโตรเลียม,PTT Chang Phueak Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",559 ม.4 ต.ร่อนทอง อ.บางสะพาน ประจวบคีรีขันธ์ 77230,ประจวบคีรีขันธ์,11.26458,99.43796,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สวัสดิการกองบิน 1,PTT Sawatdekarnkongbin 1,PTT,EV Station PluZ,"CCS2, Type 2",1 ม.1 ต.หนองไผ่ล้อม อ.เมืองนครราชสีมา นครราชสีมา 30000,นครราชสีมา,14.93135,102.0567,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท เมืองบุรีรัมย์,PTT Muang Buriram,PTT,EV Station PluZ,CCS2,148 ม.16 ต.เสม็ด อ.เมืองบุรีรัมย์ บุรีรัมย์ 31000,บุรีรัมย์,14.96375,103.0957,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.อธิรุ่งโรจน์,PTT Athirungroaj,PTT,EV Station PluZ,"CCS2, Type 2",343 ม.3 ต.แจระแม อ.เมืองอุบลราชธานี อุบลราชธานี 34000,อุบลราชธานี,15.27415,104.8049,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ไทยเจริญ เพทโทรล,PTT Thaicharoen Petrol Station,PTT,EV Station PluZ,"CCS2, Type 2","252/8-9,10  ถ.ประจักษ์ศิลปาคม ต.หมากแข้ง อ.เมืองอุดรธานี อุดรธานี 41000",อุดรธานี,17.40519,102.7977,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.ถาวรชัยลำปาง,PTT Thavornchai Lampang,PTT,EV Station PluZ,"CCS2, Type 2",26 ถ.ไฮเวย์ลำปาง-งาว ต.ชมพู อ.เมืองลำปาง ลำปาง 52100,ลำปาง,18.26242,99.46678,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท ตาก (ตากเคทีแอนด์ชันส์),PTT Tak (Tak KT & Son),PTT,EV Station PluZ,CCS2,5 ถ.พหลโยธิน ต.เชียงเงิน อ.เมืองตาก ตาก 63000,ตาก,16.86123,99.13501,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท ดู่ใต้,PTT Du Tai,PTT,EV Station PluZ,"CCS2, Type 2",110 ม.12 ถ.เจ้าฟ้า ต.ดู่ใต้ อ.เมืองน่าน น่าน 55000,น่าน,18.74738,100.7565,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท พิษณุโลก,PTT Phitsanulok,PTT,EV Station PluZ,CCS2,958 ม.7 ถ.พิษณุโลก-หล่มสัก ต.สมอแข อ.เมืองพิษณุโลก พิษณุโลก 65000,พิษณุโลก,16.8175,100.319,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สวัสดิการมหาวิทยาลัยราชภัฏเพชรบูรณ์,PTT Phetchabun Rajabhat University,PTT,EV Station PluZ,"CCS2, Type 2",85/84  ม.11 ต.สะเดียง อ.เมืองเพชรบูรณ์ เพชรบูรณ์ 67000,เพชรบูรณ์,16.45338,101.1535,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.พลกฤตเซอร์วิสเอ็นเนอร์ยี่,PTT Polakred Service Energy,PTT,EV Station PluZ,"CCS2, Type 2",187 ม.8 ต.นาจักร อ.เมืองแพร่ แพร่ 54000,แพร่,18.11715,100.1531,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.กัลปพฤกษ์,PTT Galaphaphruek,PTT,EV Station PluZ,"CCS2, Type 2",56 ม.3 ถ.พังงาทับปุด ต.ถ้ำน้ำผุด อ.เมืองพังงา พังงา 82000,พังงา,8.431313,98.51931,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.วี คอร์ป,PTT V Corp,PTT,EV Station PluZ,"CCS2, Type 2",9/1 ถ.บ้านในหวัง ต.ปากแพรก อ.ทุ่งสง นครศรีธรรมราช 80110,นครศรีธรรมราช,8.155014,99.69587,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท ศรีนครินทร์ บางเมือง,PTT Srinakarin - Bang Mueang,PTT,EV Station PluZ,"CCS2, Type 2",299/9  ม.5 ถ.ศรีนครินทร์ ต.บางเมือง อ.เมืองสมุทรปราการ สมุทรปราการ 10270,สมุทรปราการ,13.61549,100.6214,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท กะทู้ 2,PTT Kathu 2,PTT,EV Station PluZ,CCS2,2/125  ม.2 ต.กะทู้ อ.กะทู้ ภูเก็ต 83120,ภูเก็ต,7.911796,98.3424,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สนามบินหาดใหญ่,PTT Hat Yai International Airport,PTT,EV Station PluZ,"CCS2, Type 2",929 ม.1 ถ.สนามบิน-ลพบริราเมศวร์ ต.ควนลัง อ.หาดใหญ่ สงขลา 90110,สงขลา,6.973203,100.4291,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.วันสิริ เซอร์วิส (ซีโอดีโอ),PTT Wansiri Service,PTT,EV Station PluZ,CCS2,403/1  ถ.พหลโยธิน ต.แม่ต๋ำ อ.เมืองพะเยา พะเยา 56000,พะเยา,19.14558,99.9122,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท ไพรบึง-โชคชัย,PTT Phrai Bueng - Chokchai,PTT,EV Station PluZ,"CCS2, Type 2",189 ม.5 ต.สำโรงพลัน อ.ไพรบึง ศรีสะเกษ 33180,ศรีสะเกษ,14.684047,104.35703,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.เค.ที.ทุ่งคาปิโตรเลียม,PTT K.T.Thungka Petroleum,PTT,EV Station PluZ,"CCS2, Type 2",68 ม.6 ถ.สายเอเชีย ต.ทุ่งคา อ.เมืองชุมพร ชุมพร 86100,ชุมพร,10.42233,99.13082,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.น้ำมันสยามด่านขุนทด,PTT Siam Dankhuntod Oil,PTT,EV Station PluZ,"CCS2, Type 2",459 ม.2 ถ.สีคิ้ว-ชัยภูมิ ต.ด่านขุนทด อ.ด่านขุนทด นครราชสีมา 30210,นครราชสีมา,15.19828,101.7636,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สำนักงานปลัดกระทรวงกลาโหม(บางนาขาออก),PTT Office of The Permanent Secretary for Defence (Bangna-Out),PTT,EV Station PluZ,"CCS2, Type 2",82 ซ.สุขุมวิท 64 แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร 10260,กรุงเทพมหานคร,13.68643,100.6031,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สวัสดิการสำนักงานปลัดกระทรวงกลาโหม(บางนาขาเข้า),PTT Office of The Permanent Secretary for Defence (Bangna-In),PTT,EV Station PluZ,"CCS2, Type 2",104 ซ.สุขุมวิท 64 แยก 10 แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร 10260,กรุงเทพมหานคร,13.686238,100.601704,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บางนา-ตราด กม.16,PTT Bangna-Trat Km. 16,PTT,EV Station PluZ,"CCS2, Type 2",20/38  ม.7 ต.บางโฉลง อ.บางพลี สมุทรปราการ 10540,สมุทรปราการ,13.6171,100.7475,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สรรพาวุธ-บางนา,PTT Sanphawut-Bangna,PTT,EV Station PluZ,"CCS2, Type 2",500/4  ถ.สรรพาวุธ แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260,กรุงเทพมหานคร,13.675666,100.595021,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สามย่าน,PTT Samyan,PTT,EV Station PluZ,CCS2,1323 ถ.พระราม 4 แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330,กรุงเทพมหานคร,13.7346,100.5249,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท สนามบินภูเก็ต,PTT Phuket International Airport,PTT,EV Station PluZ,CCS2,113/12  ม.1 ต.สาคู อ.ถลาง ภูเก็ต 83110,ภูเก็ต,8.094767,98.308582,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.สงวนสิน เอ็นเนอร์ยี่,PTT Sanguansin Energy,PTT,EV Station PluZ,"CCS2, Type 2",61/11  ม.9 ต.เขาวัว อ.ท่าใหม่ จันทบุรี 22120,จันทบุรี,12.65887,102.0614,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.ไพรม์ไฮท์เพอร์ตี้,PTT Prime Heightperty,PTT,EV Station PluZ,CCS2,63 ม.7 ต.พันท้ายนรสิงห์ อ.เมืองสมุทรสาคร สมุทรสาคร 74000,สมุทรสาคร,13.5767836429,100.3457290668,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เติมเต็มปิโตรเลียม,PTT Term Tem Petroleum,PTT,EV Station PluZ,CCS2,174 ม.2 ต.วังกระแจะ อ.เมืองตราด ตราด 23000,ตราด,12.26314,102.5019,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท แอลพีจี ออโต้  บจ.ชยาภิวัฒน์,LPG Auto Station Chayapiwat,PTT,EV Station PluZ,"CCS2, Type 2",42 ม.8 ต.หนองรี อ.เมืองชลบุรี ชลบุรี 20000,ชลบุรี,13.34037,101.052,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
รีคอล อีส้าน อีสาน คอนเซ็ปท์ แอท เขาใหญ่,Recall Isaan Isan Concept at Khaoyai,PTT,EV Station PluZ,"CCS2, Type 2",54 ม.17 ต.หมูสี อ.ปากช่อง นครราชสีมา 30130,นครราชสีมา,14.5135,101.3756,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เจียง-อัศวรรณ หนองคาย (สุวรรณภูมิ),PTT Jiang-Asawan Nongkhai (Suvarnabhumi),PTT,EV Station PluZ,CCS2,608 ถ.หลวงแพ่ง แขวงทับยาว เขตลาดกระบัง กรุงเทพมหานคร 10520,กรุงเทพมหานคร,13.72067,100.7926,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อาคารสยามสเคป,Siam Scape Building,PTT,EV Station PluZ,"CCS2, Type 2",215 ถ.พญาไท แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,กรุงเทพมหานคร,13.74555,100.531,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.คำเขื่อนแก้วปิโตรเลียม,PTT Kamkhuankaewpetrolem,PTT,EV Station PluZ,CCS2,1028 ม.2 ถ.แจ้งสนิท ต.ลุมพุก อ.คำเขื่อนแก้ว ยโสธร 35110,ยโสธร,15.647146,104.320629,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.เรืองชัยบริการ,PTT Ruengchai Service,PTT,EV Station PluZ,CCS2,128 ม.2 ถ.ศรีโกสุม ต.หัวขวาง อ.โกสุมพิสัย มหาสารคาม 44140,มหาสารคาม,16.242084,103.068449,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อาคารวิทยกิตย์,Wittayakit Building,PTT,EV Station PluZ,"CCS2, Type 2",215 ซ.จุฬาลงกรณ์ ซ.64 ถ.พญาไท แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330,กรุงเทพมหานคร,13.74401,100.5331,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท หจก.สว่างวัฒนะมาลัยแมน,PTT Sawangwattana Malaiman,PTT,EV Station PluZ,"CCS2, Type 2",1 ม.21 ถ.มาลัยแมน ต.สระสี่มุม อ.กำแพงแสน นครปฐม 73140,นครปฐม,14.06507,99.98928,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ปตท บจ.เอ.บี.ปิโตรเลียม (บ้านยาง),PTT A.B. Petroleum (Ban Yang),PTT,EV Station PluZ,"CCS2, Type 2",257 ม.17 ถ.บุรีรัมย์-สตึก ต.บ้านยาง อ.เมืองบุรีรัมย์ บุรีรัมย์ 31000,บุรีรัมย์,15.02268,103.1432,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โรงพยาบาลเปาโล เกษตร,Paolo Kaset Hospital,PTT,EV Station PluZ,CCS2,2012/5-6 ถ.พหลโยธิน แขวงเสนานิคม เขตจตุจักร กรุงเทพมหานคร 10900,กรุงเทพมหานคร,13.83548,100.5742,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
เจ เจ มอลล์,JJ Mall,PTT,EV Station PluZ,"CCS2, Type 2",588 ถ.กำแพงเพชร2 แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,กรุงเทพมหานคร,13.80205,100.549,#icon-ci-1-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
