source_project,source_file,source_date_be,area_type,province_code,province,area_code,area_name,male,female,population,households
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1380,ท้องถิ่นเทศบาลตำบลบางพูน,12630,14271,26901,23073
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1381,ท้องถิ่นเทศบาลตำบลบ้านกลาง,6342,7228,13570,7712
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1382,ท้องถิ่นเทศบาลเมืองลำสามแก้ว,30270,35445,65715,34355
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1383,ท้องถิ่นเทศบาลเมืองบางคูวัด,15806,18337,34143,21350
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1384,ท้องถิ่นเทศบาลเมืองบึงยี่โถ,15872,18934,34806,17121
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1386,ท้องถิ่นเทศบาลเมืองบางกะดี,7774,9052,16826,9363
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1387,ท้องถิ่นเทศบาลตำบลบางเตย,5599,6000,11599,5272
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1388,ท้องถิ่นเทศบาลตำบลลำลูกกา,10473,11853,22326,12133
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1389,ท้องถิ่นเทศบาลตำบลลำไทร,1310,1375,2685,1099
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1390,ท้องถิ่นเทศบาลตำบลระแหง,5442,5834,11276,6231
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1391,ท้องถิ่นเทศบาลตำบลหนองเสือ,2047,2132,4179,2058
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1392,ท้องถิ่นเทศบาลเมืองสนั่นรักษ์,15645,17619,33264,18357
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1393,ท้องถิ่นเทศบาลตำบลธัญบุรี,31444,35139,66583,35172
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1394,ท้องถิ่นเทศบาลเมืองคลองหลวง,35256,40592,75848,69434
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1395,ท้องถิ่นเทศบาลตำบลบางหลวง,3800,4258,8058,4632
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1396,ท้องถิ่นเทศบาลเมืองท่าโขลง,34832,39675,74507,61830
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1397,ท้องถิ่นเทศบาลเมืองคูคต,19450,22075,41525,29308
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1398,ท้องถิ่นเทศบาลนครรังสิต,39191,45887,85078,58609
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,13,ปทุมธานี,1399,ท้องถิ่นเทศบาลเมืองปทุมธานี,10107,11508,21615,9731
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1401,อำเภอพระนครศรีอยุธยา,34685,38197,72882,28101
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1402,อำเภอท่าเรือ,14599,16130,30729,12145
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1403,อำเภอนครหลวง,10625,11656,22281,12522
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1404,อำเภอบางไทร,15208,16056,31264,11366
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1405,อำเภอบางบาล,6745,7344,14089,5698
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1406,อำเภอบางปะอิน,19162,21097,40259,19381
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1407,อำเภอบางปะหัน,17274,18453,35727,13265
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1408,อำเภอผักไห่,10369,11178,21547,7635
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1409,อำเภอภาชี,12490,13307,25797,9020
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1410,อำเภอลาดบัวหลวง,14626,15019,29645,10360
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1411,อำเภอวังน้อย,29128,30885,60013,29148
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1412,อำเภอเสนา,14696,15610,30306,10434
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1413,อำเภอบางซ้าย,6687,6839,13526,4680
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1414,อำเภออุทัย,22652,24611,47263,23911
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1415,อำเภอมหาราช,6352,7000,13352,5419
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1416,อำเภอบ้านแพรก,3119,3552,6671,2794
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1465,ท้องถิ่นเทศบาลเมืองบ้านกรด,7068,8383,15451,10795
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1466,ท้องถิ่นเทศบาลตำบลสามเมือง,3691,3835,7526,3132
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1467,ท้องถิ่นเทศบาลตำบลสามกอ,3169,3498,6667,3089
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1468,ท้องถิ่นเทศบาลตำบลบางนมโค,3669,4155,7824,4395
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1469,ท้องถิ่นเทศบาลตำบลบางกระสั้น,6339,7281,13620,6102
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1470,ท้องถิ่นเทศบาลตำบลเชียงรากน้อย,4978,5328,10306,4798
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1471,ท้องถิ่นเทศบาลตำบลคลองจิก,4708,5283,9991,6202
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1472,ท้องถิ่นเทศบาลตำบลปราสาททอง,2504,2810,5314,3431
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1473,ท้องถิ่นเทศบาลตำบลบ้านแพรก,905,985,1890,894
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1474,ท้องถิ่นเทศบาลตำบลโรงช้าง,2864,3155,6019,2590
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1475,ท้องถิ่นเทศบาลตำบลมหาราช,1533,1639,3172,1526
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1476,ท้องถิ่นเทศบาลตำบลอุทัย,3464,4040,7504,4795
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1477,ท้องถิ่นเทศบาลตำบลบางซ้าย,2485,2663,5148,1985
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1478,ท้องถิ่นเทศบาลตำบลหัวเวียง,2679,2919,5598,1872
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1479,ท้องถิ่นเทศบาลเมืองลำตาเสา,10655,11320,21975,10463
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1480,ท้องถิ่นเทศบาลตำบลลาดบัวหลวง,1246,1278,2524,1466
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1481,ท้องถิ่นเทศบาลตำบลภาชี,2355,2706,5061,2661
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1482,ท้องถิ่นเทศบาลตำบลลาดชะโด,3478,3657,7135,2882
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1483,ท้องถิ่นเทศบาลเมืองผักไห่,4334,4622,8956,4490
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1484,ท้องถิ่นเทศบาลตำบลพระอินทราชา,4439,5046,9485,6939
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1485,ท้องถิ่นเทศบาลเมืองบ้านสร้าง,5405,6258,11663,7616
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1486,ท้องถิ่นเทศบาลตำบลบางปะอิน,3098,3206,6304,2216
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1487,ท้องถิ่นเทศบาลตำบลบางปะหัน,2379,2691,5070,2294
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1488,ท้องถิ่นเทศบาลตำบลมหาพราหมณ์,4004,4259,8263,3453
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1489,ท้องถิ่นเทศบาลตำบลบางบาล,5105,5546,10651,3873
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1490,ท้องถิ่นเทศบาลตำบลราชคราม,2990,3096,6086,1923
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1491,ท้องถิ่นเทศบาลเมืองบางไทร,4895,5098,9993,4104
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1492,ท้องถิ่นเทศบาลตำบลอรัญญิก,3617,3869,7486,2672
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1493,ท้องถิ่นเทศบาลตำบลนครหลวง,3173,3494,6667,3100
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1494,ท้องถิ่นเทศบาลตำบลท่าหลวง,3745,4182,7927,4199
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1495,ท้องถิ่นเทศบาลเมืองอโยธยา,9030,10570,19600,11575
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,14,พระนครศรีอยุธยา,1496,ท้องถิ่นเทศบาลเมืองเจ้าเจ็ด,5025,5516,10541,3396
